18, 22, 5, 8
7, 15, 5, 9
22, 11, 5, 19
21, 18, 5, 20
17, 18, 5, 10
16, 22, 5, 12
17, 9, 5, 12
12, 20, 5, 12
11, 18, 5, 21
15, 20, 5, 21
17, 16, 5, 22
9, 15, 5, 22
10, 7, 5, 22
12, 21, 5, 22
16, 12, 5, 15
11, 17, 5, 15
17, 22, 5, 18
8, 10, 5, 18
10, 7, 5, 18
22, 12, 5, 18
12, 19, 6, 6
16, 7, 6, 16
6, 16, 16, 8
16, 11, 6, 16
9, 15, 6, 16
20, 16, 6, 16
22, 11, 6, 16
15, 15, 6, 16
7, 10, 6, 17
6, 11, 6, 7
6, 18, 6, 7
7, 17, 6, 7
20, 11, 6, 7
16, 8, 6, 9
10, 18, 6, 9
8, 8, 6, 19
8, 9, 6, 19
18, 22, 6, 19
19, 19, 6, 10
19, 11, 6, 10
18, 19, 6, 10
19, 22, 6, 12
21, 16, 6, 12
15, 15, 6, 21
16, 12, 6, 22
17, 12, 6, 22
20, 8, 6, 18
10, 22, 6, 18
7, 10, 16, 17
10, 21, 16, 17
7, 7, 16, 8
8, 20, 16, 9
9, 15, 16, 9
10, 21, 16, 19
12, 22, 16, 19
15, 8, 16, 19
20, 20, 16, 20
11, 12, 16, 20
19, 15, 16, 10
19, 9, 16, 11
17, 10, 16, 12
11, 22, 16, 21
21, 20, 16, 21
19, 22, 16, 22
22, 16, 15, 8
19, 8, 16, 15
9, 21, 17, 17
18, 19, 17, 7
9, 11, 17, 8
21, 21, 17, 8
15, 19, 17, 9
17, 15, 17, 19
7, 9, 17, 19
22, 9, 17, 19
7, 7, 17, 20
20, 12, 17, 20
8, 19, 17, 10
15, 8, 17, 11
15, 18, 17, 11
18, 20, 17, 11
8, 18, 17, 12
9, 21, 17, 12
12, 12, 17, 12
9, 7, 17, 21
15, 21, 17, 22
18, 19, 17, 22
11, 9, 17, 15
11, 21, 17, 15
22, 7, 17, 15
18, 15, 17, 15
18, 19, 7, 7
18, 7, 8, 9
21, 20, 7, 8
8, 9, 7, 19
22, 20, 7, 19
7, 22, 7, 20
21, 21, 7, 10
7, 12, 7, 11
10, 18, 7, 11
18, 15, 7, 11
9, 20, 7, 12
10, 11, 7, 22
8, 10, 7, 15
8, 22, 7, 18
15, 15, 7, 18
15, 18, 7, 18
11, 18, 8, 8
12, 19, 8, 8
22, 20, 8, 8
9, 20, 8, 19
11, 11, 8, 19
9, 21, 8, 10
19, 18, 8, 12
22, 21, 8, 12
11, 12, 8, 21
11, 15, 8, 21
9, 12, 9, 9
22, 10, 9, 19
19, 10, 9, 10
19, 12, 9, 10
11, 20, 9, 10
10, 22, 9, 11
20, 18, 9, 12
15, 20, 9, 12
19, 15, 9, 21
10, 15, 9, 21
20, 11, 19, 20
12, 21, 19, 20
18, 12, 19, 10
22, 18, 19, 15
15, 18, 20, 20
11, 10, 20, 10
10, 15, 20, 11
22, 15, 20, 12
18, 21, 10, 10
21, 11, 10, 11
22, 12, 11, 21
15, 22, 12, 22
18, 12, 18, 22
15, 18, 21, 18
